Month,Quantity,LineTotal
2023-09,1754.0,4868386.85
2023-10,1829.0,6667389.69
2023-11,1982.0,8034105.04
2024-01,1786.0,12923766.6
2024-02,1960.0,19851266.72
2024-03,1620.0,19391465.53
2024-05,2044.0,25042141.93
2024-06,1883.0,22850336.76
2024-07,1811.0,22226861.66
2024-08,1847.0,28872759.47
